Date,gold,oil,dxy,sp500,gold_tomorrow,target,gold_ret,oil_ret,dxy_ret,sp_ret
2022-08-22,1734.4,90.36,108.981,4150.0,1747.3,1,-0.012581838884144547,0.002774386860503908,0.014578969417679,-0.031188719768419193
2022-08-23,1747.3,93.25,108.554,4127.0,1747.8,1,0.007437730627306127,0.03198317839752107,-0.003918114166689524,-0.005542168674698811
2022-08-24,1747.8,94.4,108.616,4143.4,1757.8,1,0.0002861557832083417,0.012332439678284235,0.00057114431527161,0.003973830869881123
2022-08-25,1757.8,92.19,108.433,4195.2,1736.7,0,0.00572147843002635,-0.023411016949152597,-0.0016848346468291142,0.012501810107641065
2022-08-29,1736.7,96.19,108.79,4040.8,1726.9,0,-0.01200364091477979,0.04338865386701385,0.0032923556481883054,-0.03680396643783368
2022-08-30,1726.9,91.17,108.749,3986.8,1716.9,0,-0.005642885933091479,-0.052188377170183986,-0.0003768728743451799,-0.013363690358344837
2022-08-31,1716.9,89.03,108.665,3934.4,1699.6,0,-0.00579072326133534,-0.023472633541735233,-0.0007724208958241885,-0.013143373131333402
2022-09-01,1699.6,86.22,109.678,3968.9,1703.4,1,-0.010076300308695996,-0.03156239469841626,0.009322228868540838,0.008768808458722965
2022-09-06,1703.4,86.51,110.204,3906.6,1718.2,1,0.002235820192986626,0.003363488749710042,0.004795856963110134,-0.015697044521151948
2022-09-07,1718.2,81.63,109.832,3976.3,1710.6,0,0.008688505342256736,-0.05640966362270272,-0.003375558055968897,0.01784160139251534
2022-09-08,1710.6,83.07,109.713,4009.1,1730.8,1,-0.004423233616575595,0.01764057331863289,-0.0010834729404909371,0.008248874581897603
2022-09-12,1730.8,87.41,108.316,4115.2,1707.1,0,0.011808722085817847,0.052245094498615696,-0.012733222134113431,0.0264647925968422
2022-09-13,1707.1,86.89,109.809,3939.0,1698.2,0,-0.013693089900624011,-0.005948976089692248,0.013783743860556141,-0.04281687402799372
2022-09-14,1698.2,88.05,109.631,3952.8,1666.8,0,-0.005213520004686223,0.013350212912878412,-0.0016209964574852576,0.0035034272658036603
2022-09-15,1666.8,84.65,109.711,3877.0,1667.6,1,-0.018490166058179325,-0.03861442362294143,0.0007297206082221841,-0.01917628010524186
2022-09-19,1667.6,85.36,109.982,3913.4,1661.0,0,0.0004799616030717324,0.008387477849970404,0.0024701260584627516,0.009388702605107158
2022-09-20,1661.0,83.94,109.942,3858.5,1665.8,1,-0.00395778364116095,-0.016635426429240874,-0.00036369587750728627,-0.01402872182756687
2022-09-21,1665.8,82.43,110.346,3765.8,1671.4,1,0.0028898254063816076,-0.01798903979032629,0.0036746648232706125,-0.024024880134767335
2022-09-22,1671.4,83.03,111.105,3764.6,1623.6,0,0.0033617481090166823,0.007278903311900953,0.006878364417377991,-0.0003186573901960976
2022-09-26,1623.6,76.18,114.02,3665.3,1626.5,1,-0.028598779466315727,-0.08250030109598938,0.026236443004365118,-0.02637730436168506
2022-09-27,1626.5,77.81,114.047,3649.4,1660.3,1,0.0017861542251786933,0.02139669204515604,0.00023680056130515048,-0.004337980520011997
2022-09-28,1660.3,81.24,112.508,3713.0,1663.6,1,0.020780817706732124,0.04408173756586553,-0.013494436504248308,0.017427522332438272
2022-09-29,1663.6,80.42,112.202,3655.3,1697.2,1,0.0019875926037462577,-0.010093549975381477,-0.0027198065915312597,-0.01553999461352007
2022-10-03,1697.2,82.7,111.656,3690.1,1725.5,1,0.020197162779514333,0.02835115642874908,-0.004866223418477311,0.009520422400350004
2022-10-04,1725.5,85.5,109.981,3783.0,1715.6,0,0.016674522743342024,0.033857315598548876,-0.015001432972701956,0.025175469499471692
2022-10-05,1715.6,86.84,111.011,3798.0,1715.5,0,-0.0057374674007534265,0.01567251461988306,0.009365253998417922,0.003965107057890549
2022-10-06,1715.5,87.59,112.183,3733.2,1670.1,0,-5.8288645371828984e-05,0.008636573007830384,0.01055751231859925,-0.017061611374407648
2022-10-10,1670.1,89.84,113.071,3619.6,1680.9,1,-0.026464587583794885,0.025687863911405318,0.007915637841740653,-0.030429658202078658
2022-10-11,1680.9,87.97,113.128,3593.2,1672.3,0,0.00646667864199757,-0.020814781834372242,0.0005041080383121344,-0.007293623604818222
2022-10-12,1672.3,86.06,113.224,3586.4,1671.8,0,-0.005116306740436727,-0.0217119472547459,0.0008485962803197467,-0.0018924635422463698
2022-10-13,1671.8,87.95,112.253,3667.5,1658.9,0,-0.0002989894157746642,0.021961422263537145,-0.008575920299583206,0.02261320544278389
2022-10-17,1658.9,84.53,111.908,3708.1,1650.7,0,-0.007716233999282118,-0.03888573052870947,-0.003073414518988349,0.011070211315610035
2022-10-18,1650.7,82.07,111.994,3751.5,1629.0,0,-0.0049430345409609,-0.02910209393114882,0.0007684884011867066,0.01170410722472437
2022-10-19,1629.0,84.52,112.879,3685.6,1631.8,1,-0.013145938086872255,0.029852564883635857,0.007902209046913189,-0.01756630681060911
2022-10-20,1631.8,84.51,112.818,3651.7,1649.2,1,0.0017188459177408522,-0.00011831519167049276,-0.0005404016690438995,-0.00919795962665515
2022-10-24,1649.2,83.59,111.909,3799.2,1653.3,1,0.010663071454835249,-0.010886285646669047,-0.008057224910918426,0.040392146123723105
2022-10-25,1653.3,84.31,110.83,3822.3,1664.4,1,0.0024860538442881275,0.008613470510826726,-0.009641762503462714,0.006080227416298323
2022-10-26,1664.4,86.68,109.552,3849.4,1660.3,0,0.006713845037198407,0.028110544419404526,-0.011531173869890776,0.007089972006383505
2022-10-27,1660.3,87.83,110.453,3784.8,1640.7,0,-0.0024633501562125737,0.013267189663128676,0.008224404848838907,-0.016781836130306038
2022-10-31,1640.7,85.4,111.42,3878.2,1649.7,1,-0.011805095464675008,-0.027667084139815445,0.008754855006201767,0.024677658000422653
2022-11-01,1649.7,87.19,111.359,3855.0,1650.0,1,0.005485463521667677,0.02096018735362981,-0.0005474780111290878,-0.005982156670620298
2022-11-02,1650.0,88.86,111.226,3750.3,1630.9,0,0.00018185124568104172,0.019153572657414797,-0.0011943354376385829,-0.02715953307392993
2022-11-03,1630.9,87.18,112.804,3712.9,1680.5,1,-0.011575757575757573,-0.018906144496961375,0.01418733030046937,-0.009972535530490934
2022-11-07,1680.5,90.73,109.993,3808.4,1716.0,1,0.030412655588938575,0.04072034870383101,-0.024919329101804943,0.0257211344232271
2022-11-08,1716.0,88.0,109.542,3834.6,1713.7,0,0.021124665278191124,-0.030089275873470767,-0.004100260925695265,0.00687952946119097
2022-11-09,1713.7,85.0,110.46,3751.1,1753.7,1,-0.0013403263403263255,-0.03409090909090906,0.008380347264063115,-0.02177541334167843
2022-11-10,1753.7,85.66,108.092,3964.7,1776.9,1,0.0233413082803291,0.007764705882352896,-0.021437624479449524,0.056943296632987694
2022-11-14,1776.9,85.16,106.531,3965.6,1776.8,0,0.013229172606489259,-0.005837030119075437,-0.014441401768863549,0.0002270033041591457
2022-11-15,1776.8,86.25,106.295,3987.3,1775.8,0,-5.6277787157443804e-05,0.012799436355096283,-0.0022153176070816016,0.005472059713536481
2022-11-16,1775.8,85.0,106.152,3965.3,1763.0,0,-0.0005628095452498982,-0.01449275362318836,-0.0013453125734982363,-0.005517518120031095
2022-11-17,1763.0,81.4,106.592,3953.0,1739.6,0,-0.007208018921049608,-0.04235294117647048,0.004144999623181933,-0.0031019090611050792
2022-11-21,1739.6,80.04,107.732,3951.9,1739.9,1,-0.013272830402722646,-0.016707616707616668,0.010694986490543457,-0.0002782696686061126
2022-11-22,1739.9,80.73,107.115,4004.5,1745.6,1,0.0001724534375719955,0.008620689655172376,-0.005727174841272831,0.013310053392039167
2022-11-23,1745.6,78.07,105.967,4035.8,1740.3,0,0.003276050347720938,-0.03294933729716354,-0.010717453204499794,0.007816206767386813
2022-11-28,1740.3,77.33,106.632,3966.4,1756.3,1,-0.003036205316223617,-0.009478672985781977,0.006275538611077103,-0.017196094950195806
2022-11-29,1756.3,78.28,106.768,3952.8,1753.2,0,0.009193817157961304,0.01228501228501222,0.0012754145097155778,-0.0034288019362646027
2022-11-30,1753.2,80.66,105.897,4085.4,1808.2,1,-0.0017650743039343553,0.030403679100664327,-0.008157875018732108,0.03354584092289015
2022-12-01,1808.2,81.14,104.689,4073.4,1774.3,0,0.031371206935888685,0.005950905033473841,-0.01140731087755098,-0.002937288882361555
2022-12-05,1774.3,77.08,105.239,4004.3,1775.5,1,-0.01874792611436793,-0.05003697313285682,0.005253656067017554,-0.016963715814798386
2022-12-06,1775.5,74.46,105.542,3944.3,1791.0,1,0.000676323056980177,-0.033990659055526784,0.0028791607673961384,-0.014983892315760583
2022-12-07,1791.0,72.28,105.056,3934.2,1794.2,1,0.008729935229512709,-0.02927746441042156,-0.004604801879820375,-0.0025606571508253184
2022-12-08,1794.2,71.58,104.756,3960.8,1785.0,0,0.0017867113344500751,-0.009684560044272317,-0.002855619859884251,0.006761222103604414
2022-12-12,1785.0,73.28,105.104,3987.8,1818.3,1,-0.005127633485676131,0.023749650740430228,0.003322005422123686,0.006816804685922051
2022-12-13,1818.3,75.44,103.943,4020.0,1811.5,0,0.018655462184874017,0.029475982532751077,-0.01104620185720806,0.008074627614223395
2022-12-14,1811.5,77.31,103.739,4002.8,1780.6,0,-0.0037397569158004185,0.024787910922587475,-0.001962614125049278,-0.004278606965174125
2022-12-15,1780.6,76.15,104.532,3896.1,1791.0,1,-0.017057686999723987,-0.015004527228042908,0.00764418396167299,-0.026656340561606928
2022-12-19,1791.0,75.38,104.595,3823.1,1818.6,1,0.005840727844546922,-0.010111621799080872,0.000602686258753371,-0.01873668540335205
2022-12-20,1818.6,76.23,103.606,3834.3,1818.5,0,0.015410385259631454,0.011276200583709262,-0.00945551890625751,0.0029295597813292495
2022-12-21,1818.5,78.24,103.847,3883.4,1788.5,0,-5.498735290876411e-05,0.02636757182211724,0.002326120108874008,0.012805466447591396
2022-12-22,1788.5,77.42,104.127,3822.4,1816.3,1,-0.01649711300522405,-0.010480572597136972,0.002696274326653647,-0.015707884843178643
2022-12-27,1816.3,79.64,103.893,3830.0,1808.8,0,0.015543751747274293,0.02867476104365796,-0.0022472557549914063,0.001988279614901556
2022-12-28,1808.8,79.08,104.182,3787.1,1826.0,1,-0.00412927379838135,-0.007031642390758486,0.002781708103529512,-0.011201044386422998
2022-12-29,1826.0,78.5,103.586,3842.5,1846.1,1,0.0095090667846085,-0.007334344967121931,-0.005720757904436491,0.01462860764173124
2023-01-03,1846.1,77.12,104.312,3822.7,1859.0,1,0.011007667031763368,-0.01757961783439488,0.007008669125171396,-0.00515289525048801
2023-01-04,1859.0,73.1,104.021,3850.7,1840.6,0,0.006987703808027712,-0.05212655601659766,-0.0027897077996779096,0.007324665812122433
2023-01-05,1840.6,73.92,104.828,3814.2,1877.8,1,-0.009897794513179181,0.011217510259918129,0.0077580488555195615,-0.009478796063053463
2023-01-09,1877.8,74.92,102.743,3889.0,1876.5,0,0.02021080082581772,0.0135281385281385,-0.019889724119510177,0.019610927586387827
2023-01-10,1876.5,75.37,102.98,3921.0,1878.9,1,-0.000692299499414184,0.006006406833956257,0.0023067264923157804,0.008228336333247599
2023-01-11,1878.9,77.68,102.928,3966.7,1898.8,1,0.0012789768185452743,0.030648799256998815,-0.000504952417945348,0.01165519000255033
2023-01-12,1898.8,78.65,101.995,3984.3,1909.9,1,0.010591303422215148,0.012487126673532467,-0.009064588838799903,0.0044369375047268456
2023-01-17,1909.9,80.45,102.141,3982.2,1907.0,0,0.0058457973456920165,0.022886204704386515,0.0014314427177803957,-0.0005270687448235556
2023-01-18,1907.0,79.8,102.107,3928.9,1923.9,1,-0.0015184041049269847,-0.00807955251709147,-0.00033287318510688557,-0.013384561297774988
2023-01-19,1923.9,80.61,101.831,3900.9,1928.6,1,0.008862087047718958,0.010150375939849576,-0.0027030468038430344,-0.0071266766779505275
2023-01-23,1928.6,81.93,101.916,4015.6,1935.4,1,0.0024429544155100125,0.016375139560848684,0.0008347163437458782,0.029403470993873082
2023-01-24,1935.4,80.44,101.675,4001.8,1942.6,1,0.003525873690760184,-0.018186256560478564,-0.002364692491856002,-0.0034365972706443815
2023-01-25,1942.6,80.44,101.416,4021.5,1930.0,0,0.003720161206985484,0.0,-0.0025473321858864306,0.004922784746863806
2023-01-26,1930.0,81.28,101.638,4048.0,1930.2,1,-0.0064861525790177454,0.01044256588761816,0.0021890037075018576,0.006589581002113709
2023-01-30,1930.2,78.18,102.086,4029.3,1936.6,1,0.00010362694300525277,-0.038139763779527436,0.004407800232196557,-0.004619565217391264
2023-01-31,1936.6,79.17,101.915,4067.3,1934.3,0,0.00331571857838564,0.012663085188027612,-0.0016750582841916772,0.009430918521827536
2023-02-01,1934.3,76.73,101.028,4136.3,1922.2,0,-0.001187648456057011,-0.030819754957685963,-0.00870333120737865,0.016964571091387493
2023-02-02,1922.2,76.2,101.575,4152.3,1871.2,0,-0.006255492943183505,-0.006907337416916515,0.005414340578849375,0.003868191378768371
2023-02-06,1871.2,74.47,103.498,4118.2,1876.5,1,-0.026532098636978474,-0.022703412073490914,0.018931823775535372,-0.008212316065794978
2023-02-07,1876.5,77.39,103.298,4156.6,1882.2,1,0.002832407011543303,0.03921042030347799,-0.0019324044909080351,0.009324462143655232
2023-02-08,1882.2,78.69,103.272,4122.6,1870.0,0,0.0030375699440448045,0.016798035921953725,-0.00025169896803423075,-0.008179762305730698
2023-02-09,1870.0,78.27,103.106,4084.0,1855.1,0,-0.006481776644352344,-0.005337399923751485,-0.0016074056859556318,-0.009363023334788778
2023-02-13,1855.1,80.33,103.248,4137.6,1857.0,1,-0.007967914438502754,0.026319151654529138,0.0013772234399551664,0.013124387855044217
2023-02-14,1857.0,79.24,103.123,4128.4,1837.0,0,0.0010242035469787414,-0.013569027760488073,-0.001210677204401045,-0.0022235112142307
2023-02-15,1837.0,78.83,103.839,4147.9,1843.4,1,-0.010770059235325813,-0.005174154467440628,0.006943164958350678,0.0047233795174885795
2023-02-16,1843.4,78.74,103.791,4078.6,1834.2,0,0.0034839412084921584,-0.0011416973233541183,-0.00046225406639122113,-0.01670724945152957
2023-02-21,1834.2,76.36,104.112,4002.5,1833.3,0,-0.0049907779103830485,-0.03022606045212084,0.0030927537069687094,-0.018658363163830738
2023-02-22,1833.3,74.19,104.523,4002.4,1818.8,0,-0.0004906771344456162,-0.0284180199057098,0.003947671738128156,-2.4984384759507705e-05
2023-02-23,1818.8,75.6,104.539,4005.8,1824.9,1,-0.00790923471335847,0.019005256773150014,0.00015307635640016137,0.0008494903058164915
2023-02-27,1824.9,75.81,104.624,3985.8,1836.7,1,0.0033538596877062954,0.00277777777777799,0.0008130936779573439,-0.004992760497278925
2023-02-28,1836.7,77.19,104.825,3958.2,1845.4,1,0.00646610773193057,0.018203403244954508,0.0019211653157975572,-0.006924582267048063
2023-03-01,1845.4,77.83,104.432,3954.9,1840.5,0,0.0047367561387270385,0.0082912294338644,-0.0037491056522775956,-0.0008337122934666263
2023-03-02,1840.5,78.31,104.995,3974.8,1854.6,1,-0.002655250894115113,0.006167287678273237,0.005391067871916677,0.005031732787175391
2023-03-06,1854.6,80.56,104.325,4051.1,1820.0,0,0.007660961695191482,0.028731962712297276,-0.006381256250297618,0.019195934386635694
2023-03-07,1820.0,77.72,105.592,3988.4,1818.6,0,-0.01865631402997947,-0.03525322740814307,0.012144739995207265,-0.015477277776406395
2023-03-08,1818.6,76.81,105.634,3991.5,1834.6,1,-0.0007692307692308553,-0.011708697889860953,0.00039775740586400765,0.0007772540367063652
2023-03-09,1834.6,75.84,105.305,3910.0,1916.5,1,0.008797976465412916,-0.012628563989063868,-0.003114527519548549,-0.020418389076788168
2023-03-13,1916.5,74.91,103.713,3860.6,1910.9,0,0.04464188378938183,-0.012262658227848222,-0.015117990598737086,-0.012634271099744243
2023-03-14,1910.9,71.49,103.215,3918.5,1931.3,1,-0.0029219932168014218,-0.0456547857428915,-0.004801712417922488,0.014997668756151938
2023-03-15,1931.3,67.74,104.276,3889.1,1923.0,0,0.010675597885812849,-0.05245488879563576,0.010279513636583859,-0.007502870996554778
2023-03-16,1923.0,68.52,104.092,3960.2,1982.8,1,-0.0042976233625019455,0.011514614703277193,-0.0017645479304920775,0.018281864698773465
2023-03-20,1982.8,67.82,102.933,3952.1,1941.1,0,0.031097243889755655,-0.010215995329830752,-0.011134381124389914,-0.002045351244886584
2023-03-21,1941.1,69.67,102.897,4004.4,1949.6,1,-0.02103086544280819,0.027278089059274757,-0.0003497420652268657,0.013233470812985537
2023-03-22,1949.6,71.02,101.972,3942.3,1995.9,1,0.004378960383287778,0.019377063298406716,-0.008989572096368303,-0.01550794126460886
2023-03-23,1995.9,70.12,102.207,3953.5,1953.8,0,0.02374846122281493,-0.01267248662348619,0.002304554191346675,0.0028409811531338036
2023-03-27,1953.8,72.93,102.518,3984.4,1973.5,1,-0.021093241144345964,0.040074158585282404,0.0030428444235719443,0.007815859365119637
2023-03-28,1973.5,73.34,102.106,3980.6,1966.9,0,0.010082915344457044,0.005621829151240876,-0.004018806453500945,-0.0009537195060737025
2023-03-29,1966.9,73.12,102.298,4022.8,1988.5,1,-0.003344312135799332,-0.0029997272975184064,0.0018803988012459083,0.010601416871828473
2023-03-30,1988.5,74.49,101.821,4056.8,1991.3,1,0.010981747928211938,0.018736323851203274,-0.0046628477585094474,0.008451824599781332
2023-04-03,1991.3,80.44,101.787,4120.1,2029.4,1,0.0014080965551923619,0.07987649348905901,-0.00033391932901849497,0.015603431275882595
2023-04-04,2029.4,80.72,101.267,4104.8,2026.8,0,0.019133229548536246,0.00348085529587272,-0.005108707398783885,-0.003713502099463639
2023-04-05,2026.8,80.63,101.545,4085.7,1994.8,0,-0.0012811668473441395,-0.0011149653121903524,0.002745218086839696,-0.004653089066458893
2023-04-10,1994.8,79.77,102.249,4114.4,2010.0,1,-0.01578843497138349,-0.010666005208979312,0.0069328868974345426,0.007024500085664576
2023-04-11,2010.0,81.49,101.884,4112.0,2015.7,1,0.007619811509925745,0.021561990723329538,-0.0035697170632474906,-0.0005833171300796414
2023-04-12,2015.7,83.09,101.171,4084.2,2045.8,1,0.0028358208955223674,0.019634310958399848,-0.006998154764241593,-0.006760700389105145
2023-04-13,2045.8,82.04,100.7,4143.7,1997.6,0,0.01493277769509338,-0.01263689974726201,-0.004655484279091904,0.01456833651633116
2023-04-17,1997.6,80.83,101.796,4151.0,2010.3,1,-0.023560465343630876,-0.014748902974159095,0.010883813306852064,0.0017617105485436824
2023-04-18,2010.3,80.9,101.448,4151.2,1998.0,0,0.006357629154986055,0.0008660150934061139,-0.0034186019097018905,4.818116116589444e-05
2023-04-19,1998.0,79.24,101.668,4141.7,2009.8,1,-0.006118489777645064,-0.02051915945611882,0.0021685986909552035,-0.002288494893042947
2023-04-20,2009.8,77.37,101.566,4128.8,1990.6,0,0.005905905905905895,-0.023599192327107388,-0.0010032655309438754,-0.0031146630610617843
2023-04-24,1990.6,78.6,101.073,4134.1,1995.1,1,-0.009553189372076831,0.015897634742148004,-0.004853986570308999,0.0012836659562101005
2023-04-25,1995.1,76.87,101.592,4090.1,1986.9,0,0.0022606249372048026,-0.022010178117048196,0.005134902496215732,-0.010643187150770506
2023-04-26,1986.9,74.19,101.205,4065.5,1999.0,1,-0.004110069670693162,-0.034864056198777194,-0.0038093550673281573,-0.00601452287230142
2023-04-27,1999.0,74.58,101.252,4129.2,1992.2,0,0.006089888771452889,0.005256773150020155,0.00046440393261204527,0.015668429467470046
2023-05-01,1992.2,75.51,101.92,4160.8,2023.3,1,-0.0034017008504252377,0.01246983105390198,0.006597400545174548,0.007652814104427197
2023-05-02,2023.3,71.55,101.725,4121.1,2037.0,1,0.015610882441521978,-0.052443384982121644,-0.001913265306122569,-0.009541434339550015
2023-05-03,2037.0,68.55,101.115,4077.3,2055.7,1,0.006771116492858331,-0.04192872117400415,-0.005996559351191921,-0.01062823032685456
2023-05-04,2055.7,68.51,101.184,4072.2,2033.2,0,0.009180166912125642,-0.0005835156819838927,0.0006823913365969769,-0.0012508277536605883
2023-05-08,2033.2,73.07,101.155,4135.3,2042.9,1,-0.010945176825412184,0.06655962633192214,-0.0002866065781150784,0.015495309660625844
2023-05-09,2042.9,73.62,101.399,4123.4,2037.1,0,0.00477080464292734,0.007527028876419983,0.0024121397854777182,-0.0028776630474210974
2023-05-10,2037.1,72.52,101.269,4142.0,2020.5,0,-0.002839101277595679,-0.014941591958707034,-0.001282063925679644,0.00451084056846307
2023-05-11,2020.5,70.88,101.873,4131.8,2022.7,1,-0.008148839035884259,-0.02261445118587979,0.005964312869683797,-0.0024625784645098125
2023-05-15,2022.7,71.09,102.271,4133.0,1993.0,0,0.0010888393961889786,0.002962753950338737,0.003906825164665673,0.00029043032092546106
2023-05-16,1993.0,70.84,102.404,4115.9,1984.9,0,-0.014683344045088309,-0.003516669011112694,0.0013004664078770656,-0.004137430437938683
2023-05-17,1984.9,72.89,102.726,4155.7,1959.8,0,-0.004064224786753612,0.02893845285149621,0.0031444084215459522,0.009669817050948826
2023-05-18,1959.8,71.94,103.455,4204.5,1977.2,1,-0.012645473323593226,-0.01303333790643435,0.007096548098826094,0.01174290733209804
2023-05-22,1977.2,72.05,103.079,4204.6,1974.5,0,0.00887845698540679,0.001529051987767538,-0.0036344304286888285,2.3784040908747528e-05
2023-05-23,1974.5,72.85,103.385,4152.4,1964.6,0,-0.0013655674691482877,0.011103400416377474,0.00296859690140594,-0.012414974076012109
2023-05-24,1964.6,74.29,103.799,4133.8,1943.7,0,-0.005013927576601684,0.01976664378860682,0.004004449388209208,-0.004479337250746451
2023-05-25,1943.7,71.93,104.175,4143.8,1968.1,1,-0.010638297872340385,-0.03176739803472872,0.003622385572115139,0.00241908171658034
2023-05-30,1968.1,69.6,104.078,4207.4,1973.1,1,0.012553377578844449,-0.03239260392047838,-0.0009311255099591076,0.015348231092234155
2023-05-31,1973.1,68.24,104.245,4187.1,1986.5,1,0.0025405213149738426,-0.019540229885057436,0.0016045658064143264,-0.004824832438085069
2023-06-01,1986.5,70.2,103.502,4222.7,1965.7,0,0.006791343571030506,0.028722157092614387,-0.007127440164996002,0.008502304697762142
2023-06-05,1965.7,72.26,103.936,4269.3,1972.9,1,-0.010470677070223977,0.029344729344729314,0.004193155687812977,0.011035593340753547
2023-06-06,1972.9,71.85,104.074,4287.2,1949.9,0,0.0036628173169863665,-0.005673955161915489,0.0013277401477831408,0.004192724802660752
2023-06-07,1949.9,72.64,104.055,4268.3,1969.9,1,-0.011657965431598138,0.010995128740431515,-0.0001825624075176835,-0.004408471729800301
2023-06-08,1969.9,71.44,103.316,4290.5,1960.9,0,0.01025693625314128,-0.01651982378854633,-0.0071020133583201694,0.005201133940913261
2023-06-12,1960.9,67.29,103.631,4341.0,1949.9,0,-0.004568759835524627,-0.05809070548712192,0.0030488985249137457,0.011770189954550814
2023-06-13,1949.9,69.58,103.318,4368.7,1960.1,1,-0.005609669029527309,0.03403180264526662,-0.00302033175401184,0.006381018198571731
2023-06-14,1960.1,68.46,102.916,4372.7,1961.8,1,0.0052310374891018085,-0.016096579476861272,-0.0038908999399911437,0.0009156041843110252
2023-06-15,1961.8,70.81,102.108,4419.6,1938.9,0,0.0008673026886383273,0.03432661408121551,-0.007851063002837222,0.010725638621446931
2023-06-20,1938.9,71.19,102.125,4391.3,1936.1,0,-0.011672953410133524,0.005366473661912119,0.00016649038273186534,-0.006403294415784244
2023-06-21,1936.1,72.52,101.676,4366.5,1915.0,0,-0.001444117798751976,0.01868239921337267,-0.004396572827417344,-0.005647530344089491
2023-06-22,1915.0,69.63,101.994,4381.9,1925.1,1,-0.010898197407158694,-0.03985107556536127,0.0031275817302018893,0.0035268521699300948
2023-06-26,1925.1,69.54,102.334,4338.6,1915.1,0,0.005274151436031271,-0.0012925463162428708,0.003333529423299453,-0.009881558228165721
2023-06-27,1915.1,67.9,102.127,4370.8,1913.4,0,-0.00519453534881309,-0.02358354903652571,-0.002022788125158881,0.007421748951274454
2023-06-28,1913.4,69.73,102.548,4385.8,1917.9,1,-0.0008876821053730444,0.026951399116347474,0.004122318289972338,0.0034318660199506024
2023-06-29,1917.9,70.02,103.008,4398.4,1929.5,1,0.002351834430855959,0.0041588986089200475,0.004485704255568157,0.002872908021341436
2023-07-03,1929.5,69.91,102.654,4451.1,1927.1,0,0.006048281975076897,-0.0015709797200800235,-0.003436626281453914,0.011981629683521344
2023-07-05,1927.1,71.88,103.035,4443.4,1915.4,0,-0.001243845555843559,0.02817908739808317,0.0037114968729907716,-0.0017299094605829346
2023-07-06,1915.4,71.79,102.867,4409.6,1931.0,1,-0.00607129884282076,-0.0012520868113521377,-0.0016305139030425853,-0.0076067875950847075
2023-07-10,1931.0,72.95,101.642,4410.9,1937.1,1,0.008144512895478684,0.01615823930909599,-0.011908580983211459,0.0002948113207545955
2023-07-11,1937.1,74.71,101.403,4437.8,1961.7,1,0.003158984981874724,0.024126113776559155,-0.002351390173353396,0.006098528644947976
2023-07-12,1961.7,75.54,100.193,4477.6,1963.8,1,0.01269939600433645,0.011109623878998942,-0.011932585820932373,0.008968407769615716
2023-07-13,1963.8,76.76,99.456,4507.0,1956.4,0,0.0010705000764641426,0.016150383902568066,-0.007355803299631702,0.006566017509380018
2023-07-17,1956.4,74.08,99.529,4516.5,1980.8,1,-0.003768204501476635,-0.03491401771756131,0.0007339929214928986,0.002107832260927367
2023-07-18,1980.8,75.66,99.625,4554.0,1980.8,0,0.012471887139644089,0.021328293736501136,0.0009645429975182473,0.008302889405513048
2023-07-19,1980.8,75.29,99.988,4553.6,1970.9,0,0.0,-0.004890298704731566,0.0036436637390213633,-8.783487044350391e-05
2023-07-20,1970.9,75.65,100.597,4535.8,1962.2,0,-0.004997980613893338,0.0047815114889095955,0.006090730887706508,-0.003908995080815214
2023-07-24,1962.2,78.4,101.083,4556.2,1963.7,1,-0.004414227002892068,0.036351619299405113,0.004831157986818768,0.004497552802151583
2023-07-25,1963.7,79.2,101.096,4566.7,1970.1,1,0.0007644480684945165,0.010204081632652962,0.00012860718419527295,0.0023045520389799456
2023-07-26,1970.1,78.4,100.636,4569.4,1945.7,0,0.003259153638539347,-0.010101010101010055,-0.00455013056896425,0.000591236560317121
2023-07-27,1945.7,79.63,101.544,4540.2,1979.6,1,-0.012385158113801253,0.01568877551020398,0.00902261616121458,-0.006390335711471962
2023-07-31,1979.6,81.32,101.626,4590.6,1949.7,0,0.017423035411419985,0.021223157101594836,0.0008075317103917179,0.011100832562442209
2023-08-01,1949.7,80.92,102.085,4562.7,1946.0,0,-0.015104061426550741,-0.00491883915395952,0.00451656072264961,-0.006077636910207906
2023-08-02,1946.0,79.13,102.389,4520.8,1939.9,0,-0.0018977278555675214,-0.022120612951062824,0.0029779105647254056,-0.00918315909439582
2023-08-03,1939.9,81.08,102.35,4510.0,1940.7,1,-0.003134635149023568,0.02464299254391511,-0.0003809002920235338,-0.0023889577066006362
2023-08-07,1940.7,81.49,101.861,4519.1,1930.8,0,0.0004123923913603722,0.0050567340897877955,-0.004777723497801589,0.002017738359201937
2023-08-08,1930.8,82.36,102.34,4497.4,1921.9,0,-0.005101252125521816,0.01067615658362997,0.0047024867221017175,-0.004801841074550395
2023-08-09,1921.9,83.69,102.312,4478.4,1920.1,0,-0.00460948829500718,0.01614861583292848,-0.0002735978112176074,-0.0042246631387024
2023-08-10,1920.1,82.29,102.367,4474.7,1915.6,0,-0.0009365731827879475,-0.016728402437567125,0.0005375713503792401,-0.0008261879242585923
2023-08-14,1915.6,81.92,103.058,4494.3,1906.9,0,-0.002343627936045034,-0.0044962935958197114,0.006750222239588988,0.004380181911636694
2023-08-15,1906.9,80.5,103.095,4440.1,1900.2,0,-0.004541657966172341,-0.017333984375,0.00035902113373054156,-0.012059720089891646
